username,comment,time,tokens
@vee0710,"lahh malah ada yg maling motor nya ketangkep sama warga terus dibawa ke kantor polisi, udah sampe disana polisi nya gk mau terima..",2 hari yang lalu,"['lahh', 'malah', 'ada', 'yg', 'maling', 'motor', 'nya', 'ketangkep', 'sama', 'warga', 'terus', 'dibawa', 'ke', 'kantor', 'polisi', ',', 'udah', 'sampe', 'disana', 'polisi', 'nya', 'gk', 'mau', 'terima', '..']"
@ahmadyanto4670,"kehilangan motor lapor polisi,ongkos nyarinya jual mobil",2 hari yang lalu,"['kehilangan', 'motor', 'lapor', 'polisi', ',', 'ongkos', 'nyarinya', 'jual', 'mobil']"
@yaminnr853,​ @kayas86 kalo lapor polisi udh hilang motor tmbah lagi hilang duit motor pun gabalik,2 hari yang lalu,"['\u200b', '@', 'kayas86', 'kalo', 'lapor', 'polisi', 'udh', 'hilang', 'motor', 'tmbah', 'lagi', 'hilang', 'duit', 'motor', 'pun', 'gabalik']"
@cubluktv_official,​ @muhammadfarhan-ex1mp cuma buat bap doang abis itu di arsip😂😅,2 hari yang lalu,"['\u200b', '@', 'muhammadfarhan-ex1mp', 'cuma', 'buat', 'bap', 'doang', 'abis', 'itu', 'di', 'arsip😂😅']"
@crayonabdillah4056,"tetangga saya kehilangan kambing,  lapor polisi india malah kehilangan lagi tapi berupa sapi.",2 hari yang lalu,"['tetangga', 'saya', 'kehilangan', 'kambing', ',', 'lapor', 'polisi', 'india', 'malah', 'kehilangan', 'lagi', 'tapi', 'berupa', 'sapi', '.']"
@ritz_hiver,"hadeh, memang polisi kita banyak bermasalah, tapi polisi juga banyak membantu kasus curanmor, coba lapor dulu siapa tau ketemu motor lu bang",2 hari yang lalu,"['hadeh', ',', 'memang', 'polisi', 'kita', 'banyak', 'bermasalah', ',', 'tapi', 'polisi', 'juga', 'banyak', 'membantu', 'kasus', 'curanmor', ',', 'coba', 'lapor', 'dulu', 'siapa', 'tau', 'ketemu', 'motor', 'lu', 'bang']"
@lokal.168,nanti lu habis bnyak melebihi harga motornya bang 😂,1 hari yang lalu,"['nanti', 'lu', 'habis', 'bnyak', 'melebihi', 'harga', 'motornya', 'bang', '😂']"
@thekatzenberg,krn semua polisi sibuk ngurus bjorka 😅,1 hari yang lalu,"['krn', 'semua', 'polisi', 'sibuk', 'ngurus', 'bjorka', '😅']"
@miraclerna93,jangan jangan bjorka asli abang ini yang lagi podcast 😂😂,2 hari yang lalu,"['jangan', 'jangan', 'bjorka', 'asli', 'abang', 'ini', 'yang', 'lagi', 'podcast', '😂😂']"
@yoganngala,​ @miraclerna93 sama pemikiran kita,2 hari yang lalu,"['\u200b', '@', 'miraclerna93', 'sama', 'pemikiran', 'kita']"
@bangfeng-j8y,"wkwk ngakak banget videonya, tapi kalo soal hoki mah tetap di 𝙃𝙊𝙆𝘽𝙀𝙏 sih 😎",5 jam yang lalu,"['wkwk', 'ngakak', 'banget', 'videonya', ',', 'tapi', 'kalo', 'soal', 'hoki', 'mah', 'tetap', 'di', '𝙃𝙊𝙆𝘽𝙀𝙏', 'sih', '😎']"
@diablotestyazrael,next part collab sama ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─ dikasih terus 0:07,2 hari yang lalu,"['next', 'part', 'collab', 'sama', '─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─', 'dikasih', 'terus', '0:07']"
@gus.dharma07,mas teguh memang top🔥,2 hari yang lalu,"['mas', 'teguh', 'memang', 'top🔥']"
@ahmadnurfauzi-pq9gh,kalian dari awal pada ngira bjorka itu individu kah? kalo gua sih yakin kalo bjorka itu gak cuma individu tapi kelompok ato semacem komunitas gitu sih,1 hari yang lalu (diedit),"['kalian', 'dari', 'awal', 'pada', 'ngira', 'bjorka', 'itu', 'individu', 'kah', '?', 'kalo', 'gua', 'sih', 'yakin', 'kalo', 'bjorka', 'itu', 'gak', 'cuma', 'individu', 'tapi', 'kelompok', 'ato', 'semacem', 'komunitas', 'gitu', 'sih']"
@praktisicinta,wkwkwk. cukup ketawa aja 😂😂,23 jam yang lalu,"['wkwkwk', '.', 'cukup', 'ketawa', 'aja', '😂😂']"
@anna-f4p7r,"faktanya anak ""indonesia cerdas,tapi kenapa di indonesia susah cari kerja???",1 hari yang lalu,"['faktanya', 'anak', '``', 'indonesia', 'cerdas', ',', 'tapi', 'kenapa', 'di', 'indonesia', 'susah', 'cari', 'kerja', '?', '?', '?']"
@aqlisyahbana,"buat hal gini, om ded mesti ajak ngobrol jim geovedi juga deh..",2 hari yang lalu,"['buat', 'hal', 'gini', ',', 'om', 'ded', 'mesti', 'ajak', 'ngobrol', 'jim', 'geovedi', 'juga', 'deh', '..']"
@proaccole4897,teman gw aja yang mantan hacking cuma ketawa waktu liat bjorka ketangkep. gak semudah itu ferguso😂,2 hari yang lalu,"['teman', 'gw', 'aja', 'yang', 'mantan', 'hacking', 'cuma', 'ketawa', 'waktu', 'liat', 'bjorka', 'ketangkep', '.', 'gak', 'semudah', 'itu', 'ferguso😂']"
@kokonkoswanto,"orang kita itu lebih milih sadar kalo sudah kejadian sama dirinya, bukan belajar dari kejadian yg sudah menimpa orang lain.",1 hari yang lalu,"['orang', 'kita', 'itu', 'lebih', 'milih', 'sadar', 'kalo', 'sudah', 'kejadian', 'sama', 'dirinya', ',', 'bukan', 'belajar', 'dari', 'kejadian', 'yg', 'sudah', 'menimpa', 'orang', 'lain', '.']"
@malikilogy1549,"ga perlu ngomongin server terlalu jauh om ded,
saat saya kerja “kontrak” di salah satu bank bumn, saya dikasih akses buat seluruh data nasabah bank tsb dengan mudah dan bisa di download dalam bentuk batch.
hingga tahun 2020 semudah itu. 
bahkan teman saya bis ange cek rekening rafi ahmad saat itu.
penjagaan data kita di digital sampah banget",2 hari yang lalu,"['ga', 'perlu', 'ngomongin', 'server', 'terlalu', 'jauh', 'om', 'ded', ',', 'saat', 'saya', 'kerja', '“', 'kontrak', '”', 'di', 'salah', 'satu', 'bank', 'bumn', ',', 'saya', 'dikasih', 'akses', 'buat', 'seluruh', 'data', 'nasabah', 'bank', 'tsb', 'dengan', 'mudah', 'dan', 'bisa', 'di', 'download', 'dalam', 'bentuk', 'batch', '.', 'hingga', 'tahun', '2020', 'semudah', 'itu', '.', 'bahkan', 'teman', 'saya', 'bis', 'ange', 'cek', 'rekening', 'rafi', 'ahmad', 'saat', 'itu', '.', 'penjagaan', 'data', 'kita', 'di', 'digital', 'sampah', 'banget']"
@shabilaasahla2158,"tangkep tuh para koruptor termul si harun masiku,si yakut dll baru rakyat indonesia salut 2 jempol",1 hari yang lalu,"['tangkep', 'tuh', 'para', 'koruptor', 'termul', 'si', 'harun', 'masiku', ',', 'si', 'yakut', 'dll', 'baru', 'rakyat', 'indonesia', 'salut', '2', 'jempol']"
@jinxslayer,saya bukan bjorka pak polisi jangan tangkap saya ya 😂,2 hari yang lalu,"['saya', 'bukan', 'bjorka', 'pak', 'polisi', 'jangan', 'tangkap', 'saya', 'ya', '😂']"
@herurojudin,sudah saat nya polisi di indonesia dilakukan reformasi sampai ke akar akar nya.,20 jam yang lalu,"['sudah', 'saat', 'nya', 'polisi', 'di', 'indonesia', 'dilakukan', 'reformasi', 'sampai', 'ke', 'akar', 'akar', 'nya', '.']"
@incubus703,bisa jadi bjorka lagi nonton nih podcast...,2 hari yang lalu,"['bisa', 'jadi', 'bjorka', 'lagi', 'nonton', 'nih', 'podcast', '...']"
@defipermana,"udah tau salah tangkep, terus di biarin aja gitu polisinya????
negara kocaakkkkk🤣🤣🤣",2 hari yang lalu,"['udah', 'tau', 'salah', 'tangkep', ',', 'terus', 'di', 'biarin', 'aja', 'gitu', 'polisinya', '?', '?', '?', '?', 'negara', 'kocaakkkkk🤣🤣🤣']"
@dedehambaallah,"57:12 
gua keinget ""smart contract"" ada yg sama?",1 hari yang lalu,"['57:12', 'gua', 'keinget', '``', 'smart', 'contract', ""''"", 'ada', 'yg', 'sama', '?']"
@khurun3145,mamtab... orang2 kyk gini yg harusnya masuk di dunia pemerintahan,14 jam yang lalu,"['mamtab', '...', 'orang2', 'kyk', 'gini', 'yg', 'harusnya', 'masuk', 'di', 'dunia', 'pemerintahan']"
@nothing_5p,"bjorka 🤔
bjirlah ✅️",2 hari yang lalu,"['bjorka', '🤔', 'bjirlah', '✅️']"
@ricardoextrada,pengalihan isu kasus pelindasan ojol,2 hari yang lalu,"['pengalihan', 'isu', 'kasus', 'pelindasan', 'ojol']"
@subhan1909,"bisa dibilang memang benar dengan statement tentang kualitas tim cyber kepolisian, karena dlupun pernah ada kasus komunitas sbh yg tertangkap dengan 700 bawahan karena laporan fbi ke kepolisian indonesia dengan lokasi terkini di surabaya",1 hari yang lalu,"['bisa', 'dibilang', 'memang', 'benar', 'dengan', 'statement', 'tentang', 'kualitas', 'tim', 'cyber', 'kepolisian', ',', 'karena', 'dlupun', 'pernah', 'ada', 'kasus', 'komunitas', 'sbh', 'yg', 'tertangkap', 'dengan', '700', 'bawahan', 'karena', 'laporan', 'fbi', 'ke', 'kepolisian', 'indonesia', 'dengan', 'lokasi', 'terkini', 'di', 'surabaya']"
@bramsantoso-x8l,lo ngpain booss,1 hari yang lalu,"['lo', 'ngpain', 'booss']"
@thekatzenberg,🧐,1 hari yang lalu,['🧐']
@merintislagi,percuma di blur dan gak disorot org2 udah tau ini si teguh,2 hari yang lalu,"['percuma', 'di', 'blur', 'dan', 'gak', 'disorot', 'org2', 'udah', 'tau', 'ini', 'si', 'teguh']"
@sadifirmansyah2014,"​ @merintislagi wkwkwk pasti cuma lihat di awal aja,",2 hari yang lalu,"['\u200b', '@', 'merintislagi', 'wkwkwk', 'pasti', 'cuma', 'lihat', 'di', 'awal', 'aja', ',']"
@shinjiiiii,sefong terus,2 hari yang lalu,"['sefong', 'terus']"
@anon75,individu bang menurut ku,1 hari yang lalu,"['individu', 'bang', 'menurut', 'ku']"
@sempakkkkk111,​ @anon75 klo menurutku berkelompok ..tapi di sisi lain gw juga nuduh individu,1 hari yang lalu,"['\u200b', '@', 'anon75', 'klo', 'menurutku', 'berkelompok', '..', 'tapi', 'di', 'sisi', 'lain', 'gw', 'juga', 'nuduh', 'individu']"
@mainanrazan,"itu dia bekerja sendiri,, klw berkelompok sudh dri dulu didapat dan ditangkap,",1 hari yang lalu,"['itu', 'dia', 'bekerja', 'sendiri', ',', ',', 'klw', 'berkelompok', 'sudh', 'dri', 'dulu', 'didapat', 'dan', 'ditangkap', ',']"
@thekatzenberg,40+60=50+50=75+25=37+63=11+89=66+1+33,1 hari yang lalu,['40+60=50+50=75+25=37+63=11+89=66+1+33']
@yahyangegame8756,faktanya yang cerdas gak lebih dr 10%,1 hari yang lalu,"['faktanya', 'yang', 'cerdas', 'gak', 'lebih', 'dr', '10', '%']"
@pe3720,yang cerdas sdh dapat kerja😂,1 hari yang lalu,"['yang', 'cerdas', 'sdh', 'dapat', 'kerja😂']"
@ichsan1st,"mana mau om jim ngomongin ginian, udah gak kelas dia lagi bahas server.. maenannya udah satelite security",1 hari yang lalu,"['mana', 'mau', 'om', 'jim', 'ngomongin', 'ginian', ',', 'udah', 'gak', 'kelas', 'dia', 'lagi', 'bahas', 'server', '..', 'maenannya', 'udah', 'satelite', 'security']"
@ritz_hiver,"halah, semua pada ngaku2 punya kenalan hacker 😂",2 hari yang lalu,"['halah', ',', 'semua', 'pada', 'ngaku2', 'punya', 'kenalan', 'hacker', '😂']"
@theagpsz,"setau gua, kalo hacker ga akan ngaku dirinya hacker dah. ini gua dapat dari mantan direktur cia yang pernah diwawancara, dia bilang kalo hacker pasti akan sembunyikan identitasnya sampai mati, apalagi kalo udh ada kerjasama dengan intelijen macam mi6, mossad, atau cia.",1 hari yang lalu (diedit),"['setau', 'gua', ',', 'kalo', 'hacker', 'ga', 'akan', 'ngaku', 'dirinya', 'hacker', 'dah', '.', 'ini', 'gua', 'dapat', 'dari', 'mantan', 'direktur', 'cia', 'yang', 'pernah', 'diwawancara', ',', 'dia', 'bilang', 'kalo', 'hacker', 'pasti', 'akan', 'sembunyikan', 'identitasnya', 'sampai', 'mati', ',', 'apalagi', 'kalo', 'udh', 'ada', 'kerjasama', 'dengan', 'intelijen', 'macam', 'mi6', ',', 'mossad', ',', 'atau', 'cia', '.']"
@rezhayudha3205,"bener ini , malah saya di beri data para pekerja di badan intelejen nasional . dr no alamat kelurga dllnya",2 hari yang lalu,"['bener', 'ini', ',', 'malah', 'saya', 'di', 'beri', 'data', 'para', 'pekerja', 'di', 'badan', 'intelejen', 'nasional', '.', 'dr', 'no', 'alamat', 'kelurga', 'dllnya']"
@crayonabdillah4056,cuma cek nomer rekening atau saldo?  atau bisa cek mutasi?,2 hari yang lalu,"['cuma', 'cek', 'nomer', 'rekening', 'atau', 'saldo', '?', 'atau', 'bisa', 'cek', 'mutasi', '?']"
@slametriyadi-ih3nz,gw tadi sore ditelfon cwek penipu kok tau tentang gw anjirr dan atm gw 😅😅😅😅,1 hari yang lalu,"['gw', 'tadi', 'sore', 'ditelfon', 'cwek', 'penipu', 'kok', 'tau', 'tentang', 'gw', 'anjirr', 'dan', 'atm', 'gw', '😅😅😅😅']"
@thekatzenberg,santuy aj bro,1 hari yang lalu (diedit),"['santuy', 'aj', 'bro']"
@fakigaming4779,🤣🤣🤣🤣,2 hari yang lalu,['🤣🤣🤣🤣']
@clarralloverra1573,lg ngebakso,2 hari yang lalu,"['lg', 'ngebakso']"
@agungnovan3739,"pelajar yang di tembak polisi, trus di fitnah tawuran, juga bisa",2 hari yang lalu,"['pelajar', 'yang', 'di', 'tembak', 'polisi', ',', 'trus', 'di', 'fitnah', 'tawuran', ',', 'juga', 'bisa']"
@aaaa1-71,yg lindes orang aja 20 hari wkwk masi percaya kah?,2 hari yang lalu,"['yg', 'lindes', 'orang', 'aja', '20', 'hari', 'wkwk', 'masi', 'percaya', 'kah', '?']"
@nwdorna,😊,1 hari yang lalu,['😊']
@arinurcahyo692,"kalo polisi salah tangkap, dilaporkan balik gimana ya??",2 hari yang lalu,"['kalo', 'polisi', 'salah', 'tangkap', ',', 'dilaporkan', 'balik', 'gimana', 'ya', '?', '?']"
@sriyatibasman7684,"harusnya ank ank cerdas seperti ini
direspon positif oleh pemerintah
beri lapangan pekerjaan",1 hari yang lalu,"['harusnya', 'ank', 'ank', 'cerdas', 'seperti', 'ini', 'direspon', 'positif', 'oleh', 'pemerintah', 'beri', 'lapangan', 'pekerjaan']"
@winkull3706,maaf kami dari pihak kepolisian salah tangkap👌 kami minta maaf ya guys🙏🙏🙏😬😬😬😬😬,1 hari yang lalu,"['maaf', 'kami', 'dari', 'pihak', 'kepolisian', 'salah', 'tangkap👌', 'kami', 'minta', 'maaf', 'ya', 'guys🙏🙏🙏😬😬😬😬😬']"
@mtpmvlog,salah nangkep bjorka malah nangkep bjirka😂😂😂😂,1 hari yang lalu,"['salah', 'nangkep', 'bjorka', 'malah', 'nangkep', 'bjirka😂😂😂😂']"
@ferapujia.9762,ini podcast baru? kok dejavu ya obrolannya 🤔,2 hari yang lalu,"['ini', 'podcast', 'baru', '?', 'kok', 'dejavu', 'ya', 'obrolannya', '🤔']"
@rizkyrich5159,om ded undang mega bintang pak mentri keuangan donggg om.,2 hari yang lalu,"['om', 'ded', 'undang', 'mega', 'bintang', 'pak', 'mentri', 'keuangan', 'donggg', 'om', '.']"
@haikalahmad-b6h,makanya polri harus rekrut calon polri yg ketat dan jujur ..jangan duit ..duit.  duit ...😂,1 hari yang lalu,"['makanya', 'polri', 'harus', 'rekrut', 'calon', 'polri', 'yg', 'ketat', 'dan', 'jujur', '..', 'jangan', 'duit', '..', 'duit', '.', 'duit', '...', '😂']"
@vikyidiarto1405,"sekali - kali undang pak jim geovedi , dari sudut pandang dia bagaimana keamanan cyber di indonesia om ded",1 hari yang lalu,"['sekali', '-', 'kali', 'undang', 'pak', 'jim', 'geovedi', ',', 'dari', 'sudut', 'pandang', 'dia', 'bagaimana', 'keamanan', 'cyber', 'di', 'indonesia', 'om', 'ded']"
@eghisopian9886,undang pak purbaya om!! 😊,2 hari yang lalu,"['undang', 'pak', 'purbaya', 'om', '!', '!', '😊']"
@laogiman,"anak² yg keracunan makanan aja dianggap sepele, dan dianggap hanya 0, persen aja. itu nyawa loh. apalagi ini hanya data, pasti dianggap sepele buat pemerintah.",2 hari yang lalu,"['anak²', 'yg', 'keracunan', 'makanan', 'aja', 'dianggap', 'sepele', ',', 'dan', 'dianggap', 'hanya', '0', ',', 'persen', 'aja', '.', 'itu', 'nyawa', 'loh', '.', 'apalagi', 'ini', 'hanya', 'data', ',', 'pasti', 'dianggap', 'sepele', 'buat', 'pemerintah', '.']"
@kerang_hijau,"bjorka itu bukan 1 atau pemain utama..seperti hal nya annonimous,.jadi sampai kapanpun mereka akan tetap ada..dan percaya gak percaya para cyber ini juga sebenernya menjaga indonesia melalui dunia cyber..klo gak dah jebol parah data2 org2 indonesia baik di pemerintahan atau sipil.",1 hari yang lalu,"['bjorka', 'itu', 'bukan', '1', 'atau', 'pemain', 'utama', '..', 'seperti', 'hal', 'nya', 'annonimous', ',', '.jadi', 'sampai', 'kapanpun', 'mereka', 'akan', 'tetap', 'ada', '..', 'dan', 'percaya', 'gak', 'percaya', 'para', 'cyber', 'ini', 'juga', 'sebenernya', 'menjaga', 'indonesia', 'melalui', 'dunia', 'cyber', '..', 'klo', 'gak', 'dah', 'jebol', 'parah', 'data2', 'org2', 'indonesia', 'baik', 'di', 'pemerintahan', 'atau', 'sipil', '.']"
@egg_in9937,pol poll…. 😌🤌,2 hari yang lalu,"['pol', 'poll…', '.', '😌🤌']"
@segerrr_daddy,"narasumber ini valid sih om,, soalnya saya sendiri bjirka... :person-turqouise-waving:",2 hari yang lalu,"['narasumber', 'ini', 'valid', 'sih', 'om', ',', ',', 'soalnya', 'saya', 'sendiri', 'bjirka', '...', ':', 'person-turqouise-waving', ':']"
@raditjani7979,om ded undang saroni dong om..,2 hari yang lalu,"['om', 'ded', 'undang', 'saroni', 'dong', 'om', '..']"
@praktisicinta,"bjorka: kena prank kan. 
teruslah menghibur masyarakat 😂😂",23 jam yang lalu,"['bjorka', ':', 'kena', 'prank', 'kan.', 'teruslah', 'menghibur', 'masyarakat', '😂😂']"
@_kadita.,bukannya dulu pernah ditangkep? yang katanya tukang es krim 😂,2 hari yang lalu,"['bukannya', 'dulu', 'pernah', 'ditangkep', '?', 'yang', 'katanya', 'tukang', 'es', 'krim', '😂']"
@metromebel4918,"saya yakin gak mungkin nangkap bjorka, simpel aja, karena nangkap fufufafa yang di kaskus aja gak bisa, apalagi nangkap hacker",2 hari yang lalu,"['saya', 'yakin', 'gak', 'mungkin', 'nangkap', 'bjorka', ',', 'simpel', 'aja', ',', 'karena', 'nangkap', 'fufufafa', 'yang', 'di', 'kaskus', 'aja', 'gak', 'bisa', ',', 'apalagi', 'nangkap', 'hacker']"
@upukchanel,gw kasih kisi2 bjorka itu bukan independen atau seseorang tapi bjorka itu satu kelompok. tidak akan bisa negara ini menangkap bjorka. 380.04 pecahkanlah kode ini 🤣🤣 kalau memang instansi kepolisian bisa . itu pun belum tentu pasti,2 hari yang lalu,"['gw', 'kasih', 'kisi2', 'bjorka', 'itu', 'bukan', 'independen', 'atau', 'seseorang', 'tapi', 'bjorka', 'itu', 'satu', 'kelompok', '.', 'tidak', 'akan', 'bisa', 'negara', 'ini', 'menangkap', 'bjorka', '.', '380.04', 'pecahkanlah', 'kode', 'ini', '🤣🤣', 'kalau', 'memang', 'instansi', 'kepolisian', 'bisa', '.', 'itu', 'pun', 'belum', 'tentu', 'pasti']"
@novianaandriany,"anak""pintar bukan dipelihara negara,yg dipelihara koruptor😅",1 hari yang lalu,"['anak', ""''"", 'pintar', 'bukan', 'dipelihara', 'negara', ',', 'yg', 'dipelihara', 'koruptor😅']"
@fourtwenty-d6o,"boleh juga kontennya, tapi scatter di 𝙃𝙊𝙆𝘽𝙀𝙏 tetep juara",5 jam yang lalu,"['boleh', 'juga', 'kontennya', ',', 'tapi', 'scatter', 'di', '𝙃𝙊𝙆𝘽𝙀𝙏', 'tetep', 'juara']"
@ariqallammaseraty,"sudah banyak kasus kan, akhirnya ya ytta lah",2 hari yang lalu,"['sudah', 'banyak', 'kasus', 'kan', ',', 'akhirnya', 'ya', 'ytta', 'lah']"
@kotimcat,"kalau peraturan hk, pemerintah akan ngasih kompensasi uang kak, 
tapi kalau di indonesia kurang tahu 😂😂",2 hari yang lalu,"['kalau', 'peraturan', 'hk', ',', 'pemerintah', 'akan', 'ngasih', 'kompensasi', 'uang', 'kak', ',', 'tapi', 'kalau', 'di', 'indonesia', 'kurang', 'tahu', '😂😂']"
