clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
kayas86 udah kedetek bandar2 judol lokasi gimana nangkepnya negeri udah internasional itungannya nangkep koruptor lari negeri aja ribet proses judol bandar sana nyuntik duit perintah gimana nangkepnya,200,27,negative,2,0.9965474,0.0013305926,0.0021220802,0.9965474
nangkap maling aja d bantu warga harap,38,7,negative,2,0.9956896,0.00056419714,0.0037462157,0.9956896
bandar judol d tangkep kalo d piara pastisetorannya gede bos,60,10,negative,2,0.6284608,0.34771058,0.023828564,0.6284608
salah tangkap,13,2,negative,2,0.997459,0.00086153817,0.0016794727,0.997459
ngapain nangkep bjorka benerin sistem spy ga gmpang bobol,57,9,negative,2,0.9844037,0.0012529618,0.014343294,0.9844037
rumahproduksi judol pst aman org dpt ceper dr situ gede lg ga mngkin hapus judol jd trima aje wkwk,98,19,negative,2,0.8251879,0.13866538,0.036146645,0.8251879
suruh bjorka rampok duit koruptor nt bagi2 sm rakyat,52,9,negative,2,0.99074835,0.0006644107,0.008587227,0.99074835
pol nya nangkap kadal dpt nya cicak,35,7,negative,2,0.8591752,0.0025601878,0.13826458,0.8591752
ga nangkep curanmor aja,23,4,negative,2,0.9927046,0.0026410401,0.0046543498,0.9927046
lindungin berita,16,2,negative,2,0.718022,0.22405154,0.05792645,0.718022
orang ngasal d tangkep hacker ga nangkep judol emng melihara jgn pd lupa sm sambo yg ngebacking judol,101,18,negative,2,0.9922767,0.003996418,0.0037268884,0.9922767
bos bandar nya bayar gede bro smpai ga ketangkep klo ketangkep keroco doang,75,13,negative,2,0.5108614,0.4460515,0.04308712,0.5108614
ladusing nangkap bandar judol asa tangkap rugi bandar judol deh,63,10,negative,2,0.9969682,0.0014935686,0.0015382399,0.9969682
danain negara tu judol moso nangkap bandar rugi dongggg,55,9,negative,2,0.9980211,0.0007563516,0.001222549,0.9980211
rizkydavinci asas praduga salah maksud negara milih invest anggota dpr bumn tenaga ahli hati2 lu ntar tuntut 125 t,114,19,negative,2,0.8283391,0.0014123395,0.1702486,0.8283391
emang ketangkep kaga,20,3,negative,2,0.9828843,0.0026870533,0.014428599,0.9828843
tangkap main judolnya bandar keren polisi indo,46,7,negative,2,0.99250984,0.0019542577,0.0055358806,0.99250984
polisi konoha asli tukang tipu,30,5,negative,2,0.99718213,0.0006970464,0.002120883,0.99718213
polisi kont,11,2,negative,2,0.9152732,0.0041733645,0.08055343,0.9152732
boss intel si bg nyambi lindung bandar,38,7,negative,2,0.5966701,0.001428899,0.401901,0.5966701
ladusing duit dlu jalan,23,4,negative,2,0.7287297,0.09031533,0.18095498,0.7287297
tompimanurungdh3sf judol lokal skrg byk website2 judol buat bandar lokal uda byk kudet bre uda spill buat website nya,117,19,negative,2,0.91753435,0.0114044575,0.071061246,0.91753435
indo yg ngerugiin bandar judol yg tangkap nya ehh,49,9,negative,2,0.99001783,0.0018840694,0.008098161,0.99001783
yg megang judol oknum p gmn nangkep,35,7,negative,2,0.9963792,0.0005597168,0.003061072,0.9963792
isilop bang,11,2,negative,2,0.96607625,0.0010251973,0.03289863,0.96607625
bandar cuan isilop gk bklan hilang bandar judol bandar ubas,59,10,negative,2,0.9931344,0.0012313935,0.005634205,0.9931344
nangkap salah tangkap,21,3,negative,2,0.99702924,0.0007796002,0.002191155,0.99702924
polisi konoha bang polisi negara cinta,38,6,negative,2,0.69394,0.23059626,0.07546377,0.69394
bandar aja bikin lapor rugi gila ga tuh akwowkakwoako,53,9,negative,2,0.9971205,0.0013940274,0.001485533,0.9971205
duit ngak main ketangkep bang,29,5,negative,2,0.9289004,0.06477132,0.006328295,0.9289004
maluin udah prestasi,20,3,negative,2,0.99807525,0.0009061265,0.0010186202,0.99807525
polisi duit duit judol fufufafa masak bodoh,43,7,negative,2,0.9980367,0.00054901384,0.0014142903,0.9980367
bandar judol nya aj yg main gak ketangkep yg tangkap main yg rugi bandar judol konyol,85,16,negative,2,0.99259514,0.006313977,0.0010908622,0.99259514
kompetisi bug hunter sih tau bang,33,6,negative,2,0.61428434,0.14083447,0.24488115,0.61428434
numpang komen om mampu gak pusat bang arah nasionalism gak perhati gov btw bjorkan gak sih kalo doi sebenernya cuman ter center data mudah bocor example data disdukcapil partial data contoh by profesi yg contoh kemarin isilop tinggal partialing aja by job 1 data olah olah aja,276,47,negative,2,0.8491551,0.026226405,0.12461849,0.8491551
video gk siiih,14,3,negative,2,0.85712224,0.105464205,0.037413567,0.85712224
gw sih gak ketawa geleng geleng kepala,38,7,negative,2,0.9352039,0.051194977,0.013601154,0.9352039
leoja4368 tepok2 jidat wkwkwk,29,4,negative,2,0.98120016,0.000767219,0.01803262,0.98120016
sok tau dagang donat,20,4,negative,2,0.99790996,0.0008547725,0.001235215,0.99790996
nutupin pertamina ga sih,24,4,negative,2,0.93243647,0.0025047837,0.065058745,0.93243647
skin police saber recall2 ngekill,33,5,negative,2,0.9939964,0.0016666407,0.0043370104,0.9939964
ga puas kek kecewa ilopsili,27,5,negative,2,0.99654883,0.002438315,0.0010128452,0.99654883
komennya om ded judol,21,4,negative,2,0.9957372,0.0022670815,0.001995693,0.9957372
duit bossss dekengane dewe,26,4,negative,2,0.53457177,0.43266276,0.032765467,0.53457177
bukti lembaga ciber polri kualitas sedih,40,6,negative,2,0.99630404,0.0008345061,0.0028614525,0.99630404
gak pura2 bego gimana bro yg ditangkep yg ngidupin,50,9,negative,2,0.97460085,0.014619653,0.010779425,0.97460085
admin judol aja udh gak takut sma kmampuan ahli cyber kpolisian,63,11,negative,2,0.99434584,0.0016993462,0.0039547402,0.99434584
sebenernya kalo lu paham sistem informatika lu tau sih kalo nyari data buat website tuh sulit nyari data milik akun sosmed kalo bikin web bayar nya via satellite yg indo sih mudah kalo make satellite orangorang yg pilih ga test komputer bobol website nya ambil data,265,46,negative,2,0.87471247,0.100310355,0.024977205,0.87471247
gak coklat mesti revolusi total sektor bapuk indonesia mas untung sdm kalo gak udah zimbabwe ni negara korup ribu t negara mas diri orang aja heran,147,26,negative,2,0.9975017,0.0010360162,0.0014622938,0.9975017
si coklat resah d tmpt gw krn cm kota dsini jarang kerja si coklat cm voly sepak bola basket pagi sore kl lapor terimakasih km proses bertahun2 gak kabar smp skrng,163,31,negative,2,0.9752417,0.007435681,0.017322564,0.9752417
hahahhhaha bener revolusi totalparah udah,41,5,negative,2,0.6658737,0.30449393,0.029632397,0.6658737
tetangga gw oknum mantan coklat alias pensiun arogan rese ma tetangga dy renov rusakin rumah gw gw betulin gak ganti rugi gak maaf,130,23,negative,2,0.9961777,0.0007980909,0.0030242912,0.9961777
narasumber podcast aja males urus instansi perintah penting pribadi,67,9,negative,2,0.99599457,0.0005228185,0.0034825525,0.99599457
ntr ga cuan gmn sih,19,5,negative,2,0.95706403,0.017000789,0.025935173,0.95706403
polisi ga tp ga,15,4,negative,2,0.52680546,0.016072758,0.45712185,0.52680546
judol salah hasil yg gede isilop kalo bandar ditangkapdibrabtas ntar ngga dpt duit,82,13,negative,2,0.9932649,0.0007766716,0.005958373,0.9932649
aja gampang gk jalan alir dana nya,34,7,negative,2,0.92764485,0.027861955,0.044493224,0.92764485
nyari hp ilang buka cctv aja gk nyari hacker,44,9,negative,2,0.9932221,0.00046129533,0.006316559,0.9932221
resin majikan si wkwkw,22,4,negative,2,0.9814356,0.0033897504,0.015174605,0.9814356
ngga kak ngga dapet uang samping ngga bsa hidup hedon aset,58,11,negative,2,0.98739386,0.006829296,0.005776877,0.98739386
lahan basah ladusing gk musnah,30,5,negative,2,0.88912755,0.097164385,0.013708109,0.88912755
gw kasih tau judol ga berantas atensi gede cuy,46,9,negative,2,0.95110184,0.02288702,0.026011113,0.95110184
rugi donk gak cuannya kerja bakti,33,6,negative,2,0.9797973,0.018177763,0.0020249304,0.9797973
gokil cengengesan v,19,3,negative,2,0.62027234,0.37118486,0.008542745,0.62027234
ngemil cip kacang,17,3,negative,2,0.7884241,0.017818162,0.1937578,0.7884241
lu pikir film,13,3,negative,2,0.9672783,0.004414923,0.028306738,0.9672783
minum soda kayak pilem pilem,28,5,negative,2,0.9960704,0.00082542055,0.0031041617,0.9960704
tdk mnguntungkn mreka jd ga ush ajak,36,7,negative,2,0.9890616,0.0054516927,0.005486699,0.9890616
perintah aib buka wkwkwkw,25,4,negative,2,0.9940999,0.00088011194,0.005019988,0.9940999
keponakan ga ajak,17,3,negative,2,0.9945281,0.00059973483,0.004872149,0.9945281
ahli cyber security indonesia ga untung wkwkwkwkwwkwkwkwkwk jegal orang penting,79,10,negative,2,0.9975859,0.0006456153,0.0017684831,0.9975859
jelas uang gampang ubah pikir dikonoha,38,6,negative,2,0.9912383,0.0036624332,0.005099256,0.9912383
tau keinget bang teguh kalo ngebuka pass wifi mudah yg masuk sembarang wifi yg nonpassword bahaya perangkat udah hubung,119,19,negative,2,0.97664076,0.003626901,0.019732315,0.97664076
tanya sederhana cari yg kompeten nilai klo kandidat kompeten gumana sdgkn perintah msh colong hacker,100,15,negative,2,0.8753672,0.004623962,0.12000885,0.8753672
budaya orang dalem gitu yg ajak tdk kompeten kerja nya parah nya bidang nya alam kerja yaa gitu dah gmpang retas,112,21,negative,2,0.9966965,0.0018528529,0.0014507138,0.9966965
udh gitu harga aplikasi triliun lg,34,6,negative,2,0.9050875,0.021685995,0.073226474,0.9050875
hellapras sistem perintah bahan bagus aj harga sesuai tawar aj project perintah swasta berbelitbelit oknum yg bikin ribet tim yg profesional sertifikat manca negara sih bayar lancar sekian persen gitulah embel best quality kerja swasta aj kurang bahan modal siap klo swasta hasil project syukur komplain sesuai sepakat tim kerja kasih layan bagus,346,53,negative,2,0.8060693,0.1778058,0.016124874,0.8060693
ancok faktap,12,2,negative,2,0.9922248,0.0052152034,0.0025600065,0.9922248
idih amit2 bom muhrim,21,4,negative,2,0.99775827,0.0010368333,0.0012048956,0.99775827
ketawaa guee anjirrr,20,3,negative,2,0.9910255,0.0071400288,0.0018344239,0.9910255
cok kemekel aq moco komen lu,28,6,negative,2,0.9871788,0.0027503723,0.010070874,0.9871788
ngakak guling guling,20,3,negative,2,0.7545057,0.23849083,0.007003444,0.7545057
indonesia orang kompeten it tp kerja perintah banyak kompeten it wawas it nya bilang 20 30 hnya gelar paham teori it yg ahli ahli it mampu it nya mumpuni otodidak lgs praktek yg lihat mampu cyber security instansi perintah mudah jebol yg kritikal dasar tp beli tau yg beli beli software kam jaring byk lemah system kelas perintah alokasi dana aman gede aman data nya jaga beli kam software ga mudah tutup celah system makan yg pntg aman system jaga instan al hasil zonk keamana cyber security nya,496,88,negative,2,0.93087643,0.057718486,0.011405096,0.93087643
nyari hp ilang aja ribet nagkap hacker,38,7,negative,2,0.99767,0.0005076501,0.0018222852,0.99767
vibesnya kayak video fun parah,30,5,negative,2,0.9967573,0.0015413518,0.0017013658,0.9967573
komunitas anak2 it latih hacker kayak ga bayar krn bocah ga duit ikut latih tsb legally jual mampu perusahaan2 system bocor bayar lumayan,137,23,negative,2,0.98917794,0.0016928682,0.009129148,0.98917794
alur cerita 11 12 vina cirebon ujung nya rakyat jelata yg jd kambing,68,13,negative,2,0.58303803,0.005985248,0.41097665,0.58303803
kayak omong mahasiswa yg bilang polisi kuliah bener dah biar ilmu,65,11,negative,2,0.99475855,0.0015371024,0.0037043656,0.99475855
niat pahlawan eh blunder wkwkww mampoosss makan tuh neng banget gw liat asli,76,13,negative,2,0.9970221,0.0010319217,0.0019459851,0.9970221
ribu perintah serta instansi2 busuk indonesia usaha nutupin kasus2 gede tuh alih isu biar masalah2 tutup lupa masyarakat contoh bjorka muncul sambo muncul data2 polisi tuju alih isu ijazah jokowi masyarakat tekan memviralkan perihal ijazah open your mind guys and open your eyes sampe bodoh buta perihal kasus2 kawal ijazah jokowi politik bjorka isu usaha naik lupa,365,57,negative,2,0.9918658,0.0029618887,0.0051723244,0.9918658
kalo biorka bobol dn bntu kasus2 indo orang,43,8,negative,2,0.99533725,0.00072778313,0.003934946,0.99533725
lapor mmbobol rugi bndr judol trs lanjut kmaren gimna,53,9,negative,2,0.99542075,0.0008124937,0.0037667358,0.99542075
bobrok nya sistem polisi nkri senangin atas,43,7,negative,2,0.99284524,0.005226712,0.0019280011,0.99284524
biar bilang polisi hebat biyorka asli nertawain,47,7,negative,2,0.99287593,0.0044075707,0.0027165185,0.99287593
numpang ngakak aja dah,22,4,negative,2,0.93712825,0.051445656,0.011426105,0.93712825
jabat gak aware cybersecurity bikin apps bejibun mau cepet slesai jalan ngasal bikin,84,13,negative,2,0.9182692,0.06260855,0.01912225,0.9182692
hp motor aja udah plat nomor gak urus,37,8,negative,2,0.83956593,0.0010632137,0.1593708,0.83956593
dvnolivia nyari adil susah bettt,32,5,negative,2,0.98693174,0.0061138016,0.0069544422,0.98693174
yoi kalo gaada duit nya,23,5,negative,2,0.8370813,0.098070025,0.06484862,0.8370813
lapor ip 15 ilang kasih 1jt ketawain,36,7,negative,2,0.9940799,0.0006439239,0.005276115,0.9940799
masuk komunitas nya gimana anak it gabung,41,7,negative,2,0.5120719,0.015025808,0.4729023,0.5120719
bug bounty,10,2,negative,2,0.765036,0.09537673,0.1395873,0.765036
dianayuli7823 tau mba klo sptnya on site kayak online blm cerita ngomong maknya banyak ngomel kuliah,100,16,negative,2,0.94081587,0.0038972513,0.055286802,0.94081587
kanjoed udah ga zaman wkwk,26,5,negative,2,0.92152315,0.059831217,0.018645646,0.92152315
kanjoed wkakaka wina garet dah keriput lower,44,7,negative,2,0.9940665,0.0026664354,0.0032671285,0.9940665
kanjoed astagaaaaa,18,2,negative,2,0.9809536,0.011618047,0.0074283094,0.9809536
bjorka jd alas genosida,23,4,negative,2,0.5114965,0.0015379629,0.4869655,0.5114965
sandiwara doang biar liat kerja ngalihin berita ijazah mulyono eh tau blunder,77,12,negative,2,0.99671644,0.0004228293,0.0028607498,0.99671644
klo koruptor emng peliara bang,30,5,negative,2,0.9932254,0.0023713743,0.004403165,0.9932254
sekolah bener broo polisi nangkap koruptor orang dpr,52,8,negative,2,0.996772,0.0008843539,0.0023435839,0.996772
maling ketangkep warga bawa polres suruh lepas,46,7,negative,2,0.6705343,0.0010585663,0.32840717,0.6705343
alexanderhaposan9765 sekolah gak bener gua lulus sma kerja ditaiwan bro lu sekolah nya bener kerja gaji,103,16,negative,2,0.9030972,0.011666979,0.08523587,0.9030972
jobdesnya polisi bang,21,3,negative,2,0.9651643,0.0041253567,0.030710373,0.9651643
biar liat kerja udah rencana reformasi ga ngalihin berita ijzah mulyono,71,11,negative,2,0.7095987,0.005380399,0.28502086,0.7095987
bocil tau banyak nonton film hacker wkwkwk,42,7,negative,2,0.8943565,0.01714197,0.08850149,0.8943565
nangkap bjorka mending nangkap admin bandar judol indo legal judol judol biarin aneh aneh,89,14,negative,2,0.99647504,0.0006364142,0.0028885135,0.99647504
justryujiin lu pikir mudah nangkap boss judol judol tu bayar hacker2 handal untk scurity situs2 ny tidk bs d bobol org,118,21,negative,2,0.9900047,0.0046847262,0.0053105517,0.9900047
kayas86 trus lu pikir nangkap hacker mudah boss judol,53,9,negative,2,0.9977174,0.000523799,0.0017588014,0.9977174
kayas86 orang mreka dah tau bos judolnya bos,44,8,negative,2,0.9920087,0.0048581525,0.003133143,0.9920087
pen yaa,7,2,negative,2,0.9843997,0.0008481152,0.014752222,0.9843997
nihh suara nya anak anak startnethunter indonesia ga kurang orang pinter kurang orang jujur,91,14,negative,2,0.68917626,0.29761276,0.013210993,0.68917626
cobak om bahas undangundang ampas aset point unjuk kemarin sampek dpr benarbenar sahkan ngundang orang dpr langsung,115,17,negative,2,0.98079073,0.0010016417,0.018207578,0.98079073
polisi nagkep maling aja gak becus nagkep haker,47,8,negative,2,0.99774545,0.00088349404,0.0013710164,0.99774545
kata2 yg bilang anak autisme beda bgt sedetqil gigih,52,9,negative,2,0.74907714,0.21301338,0.03790948,0.74907714
mngkin perintah takut klo rekrut anak2 muda cerdas jago it mrk buka borok pejabat2 korupkrn arti perintah org2 yg kelola pemerintahantermasuk ddlmnya buat bijak undang2 mrk takut tahu dng anak2 muda cerdas ahli badan ahli it perintah sllu anak2 hebat tdk daya yg ditangkapaneh emang y gini2 aja maju it tipu dunia maya rajalela,327,54,negative,2,0.99315685,0.0038612976,0.002981807,0.99315685
temen gw hacker tangkep dah 3x tebus tebus fakta kapok suruh menghacker setor puluh juta atas cyber gak setor ditangkep gad dem tau gw main negeri konoha yaaa,158,28,negative,2,0.99255604,0.0010154723,0.006428565,0.99255604
malu maluin ih kemarin wna lapor hilang hp ngga gubris salah target,67,12,negative,2,0.9973176,0.000541034,0.002141409,0.9973176
gama udah jelasin pola pikir polisi gaperlu jelas yg atas sadar gatau malu rekayasa udh pola pikir rekrut dar muda bikin gajauh beda orang yg ngedidik senior2nya yg laku wadidaw,177,30,negative,2,0.9952852,0.0019479713,0.002766824,0.9952852
tarik bgt bahas andai teman2 hacker satu lik ketidakadilan koruptor negeri hehe,79,12,negative,2,0.9866501,0.009373877,0.003975951,0.9866501
salah tangkap taruh muka pol,28,5,negative,2,0.9952266,0.0005282431,0.00424513,0.9952266
lawak nangkep bjorka nangkep pupupapa aja gk,44,7,negative,2,0.9704864,0.010879717,0.018633816,0.9704864
buron bjorka ketangkep bjirlaah,31,4,negative,2,0.98986197,0.0042589228,0.00587909,0.98986197
gk kasih tau medsos smua org sdh tau gk tan rataa2 masyarakat cm batin sungguh geli yaa dn rataa2 lg,100,20,negative,2,0.99216956,0.0051715653,0.0026588333,0.99216956
jabat negara kerja amanah bener milik atur norma struktur sosial hacker indonesia musuh perintah teman cyber bantu perlu perintah halhal guna warga negara indonesia,164,24,negative,2,0.95438576,0.008093651,0.037520606,0.95438576
jir,3,1,negative,2,0.9534065,0.022162044,0.02443146,0.9534065
pikir,5,1,negative,2,0.98047894,0.0077524255,0.011768687,0.98047894
gw mikir gitu yak wkwkwk,24,5,negative,2,0.85936797,0.011337849,0.12929413,0.85936797
pen komen kek gni,17,4,negative,2,0.9399114,0.0015677437,0.05852087,0.9399114
idup banyak plot twist mah gin,30,6,negative,2,0.9725748,0.0072563165,0.020168973,0.9725748
sih pikir,9,2,negative,2,0.97595066,0.015816033,0.008233327,0.97595066
yap bjorka isu pelihara alih isu yg booming bukti data post bjorka data usang,77,14,negative,2,0.9821706,0.0009393855,0.01689001,0.9821706
iya bree hacker cuman,21,4,negative,2,0.95894104,0.0012982081,0.03976079,0.95894104
jiahahahahahaaa,15,1,negative,2,0.86486185,0.1138794,0.02125874,0.86486185
aja gak bukti weeek,19,4,negative,2,0.9949037,0.0017414886,0.0033548388,0.9949037
kl nd tau beliau diem aja jgn ceplos internet luas wawas bnyk,61,12,negative,2,0.97421885,0.0020846885,0.023696456,0.97421885
gw mikir gitu jir,17,4,negative,2,0.9794247,0.0026484935,0.017926794,0.9794247
inti ga 1 orang da d blg 1 kelompok kya main dota aja 1 id smua org pake polisi lg ngelawak nangkep hacker cmn 1 orang udah,123,27,negative,2,0.95209205,0.0019227513,0.0459852,0.95209205
salah satu kaliii,17,3,negative,2,0.8937178,0.06644394,0.039838262,0.8937178
cees doi,8,2,negative,2,0.9931405,0.0040833843,0.0027760721,0.9931405
besok tangkap,13,2,negative,2,0.98070383,0.0014086146,0.01788754,0.98070383
gua gua doang yg pikir,22,5,negative,2,0.97690284,0.0018006356,0.021296544,0.97690284
hidup lu plot twist bang,24,5,negative,2,0.9750171,0.004838457,0.020144522,0.9750171
ngawur,6,1,negative,2,0.99792683,0.00082743616,0.001245696,0.99792683
awas dedy cepu,14,3,negative,2,0.92598546,0.018909873,0.05510459,0.92598546
nangkep nangkep,15,2,negative,2,0.9848305,0.011179878,0.0039896383,0.9848305
jahat sungguh emang,19,3,negative,2,0.99820113,0.0009232436,0.000875557,0.99820113
ngarangnya banget emang nyetor puluh juta ngapain gak cabut aja ln hidup nyantai,80,13,negative,2,0.9961273,0.0016762374,0.0021964533,0.9961273
halu lu hacker yg kerjasama polis wkwkw udah gitu ngehacker setor puluh juta duit bank rekening dongo banget hacker ketangkep hacker nama kalo ketangkep kerjasama suruh nebus wkwkwk sumpah ngakak,195,30,negative,2,0.9953506,0.0025091944,0.0021401544,0.9953506
heyradit wwkwkk scammer script kiddie sc hasil download,55,8,negative,2,0.8994311,0.001303235,0.0992657,0.8994311
ichsan1st temen nye halo dek suruh setor senior kalo mutasi gak ngehack sertifikat sawah bapaknye duit wkwkwk,109,17,negative,2,0.5926268,0.008213433,0.3991597,0.5926268
orang lokal disepelein orang asing,34,5,negative,2,0.9878027,0.000434543,0.011762822,0.9878027
wna thailand polisi gercep kyk negara asal kali yaa ehhh dipalakin,66,11,negative,2,0.99296993,0.0013540711,0.0056759818,0.99296993
gitu bang duit om bank bri narik lapor bank aja jelas cuman bilang uang tarik atm bank,86,17,negative,2,0.9613713,0.0008754265,0.03775322,0.9613713
polisi jahat sungguh,20,3,negative,2,0.99820554,0.0008344452,0.0009599909,0.99820554
aja tpi nyatuin 1 pikir bnyak orang butuh pimpin jga,52,10,negative,2,0.41526085,0.18873347,0.3960057,0.41526085
lu gila aja nangkep wapres mustahil yg pecat polri wkwkwk,57,10,negative,2,0.9968263,0.00069669203,0.002477067,0.9968263
alvinnc9pv sblum jd wpres lu kmn aja kann ialahhh engga klo guha lo aja kali yg gila gue engga babamanababamana dimanaaa,120,21,negative,2,0.95575434,0.011862439,0.032383226,0.95575434
the real bangun singa tidur bjorka diemdiem usik coba polisi gak ulah data mbg gak bocor tuh,92,17,negative,2,0.99607867,0.00087092596,0.003050443,0.99607867
aura gaya jabar si narasumber kenal bjorka gk up aja bnget gua,62,12,negative,2,0.97045434,0.010695684,0.018849984,0.97045434
untuk bjorka semesta pihak pada lebih mu mngecwekan semesta kmu buat alat org org mafia negara yg alat lu msih pro baik prinsip niat lu tahan lebih mu legend nan mu,164,31,negative,2,0.9403489,0.050514422,0.009136657,0.9403489
bjorkaaa bocorin anggota polri yg ngemplang pinjol,50,7,negative,2,0.97872,0.00047836598,0.020801706,0.97872
bjorka angkat gua murid lg ngadalin ngetawain pulici besok pda ganti nama akun bjorka biar pulici neng nangkep byk bjorka chuakkkksss cuihhh,140,22,negative,2,0.6316574,0.32302278,0.045319732,0.6316574
surat buka biorka jalan pro rakyat indonesia saran hormat bobol rekening jabat bejat jabat koruptor hasil uang nya transfer rekening rakyat indonesia yg miskin,159,24,negative,2,0.8579133,0.0013340345,0.14075266,0.8579133
polisi jual shabu gaya nangkep hacker,37,6,negative,2,0.8961806,0.0009205968,0.10289882,0.8961806
ngebayangin bjorka grup grup milik sistem strata anggota isi hacker2 skill bagus anggap bjorka asli tangkap grup ditraining bjorka narasi salah tangkap panjang,159,23,negative,2,0.98672163,0.008344971,0.0049334597,0.98672163
data mbg bocor aja data anggota polri sja bocor,47,9,negative,2,0.9963482,0.00059459865,0.0030571725,0.9963482
mo kenal ga wajar aja,21,5,negative,2,0.9926576,0.0024540937,0.0048882687,0.9926576
vhiereynald962 gitu bjorka jd warga nama zelda pd th 2000an polisi tau tp lupa krn intel skrg bingung krn tau skandal,117,21,negative,2,0.93125683,0.0021004337,0.06664276,0.93125683
eek yg kuliah bneran tidur hari tugas eh nganggur kalah tanah sawah,67,12,negative,2,0.9970112,0.0008124391,0.0021763965,0.9970112
modal ngutang bank,18,3,negative,2,0.9812274,0.003338751,0.0154339075,0.9812274
emng polri gbole pinjol,23,4,negative,2,0.986527,0.00066770567,0.012805212,0.986527
judol sih,9,2,negative,2,0.99785477,0.0013395979,0.00080560043,0.99785477
arulhuznie naah bocorin,23,3,negative,2,0.99415743,0.0007265767,0.0051160343,0.99415743
kayas86 gk wkwkwkw,18,3,negative,2,0.89104664,0.04917074,0.059782602,0.89104664
kayas86 bs krn alat didik it nya formal pdahal dunia it butuh impofisasi hnya orng yg bebas yg lam dunia it scr orng orng it polri masuk krn butuh kerja mreka andal ijazah,171,33,negative,2,0.4111409,0.1944359,0.39442316,0.4111409
orng rata2 tmatan sma trus ndi polisi trus kuliah nembakk aja mna bsa,69,13,negative,2,0.74346507,0.008097153,0.24843778,0.74346507
orang miskin jarang yg rekening bang,36,6,negative,2,0.966887,0.008086501,0.025026564,0.966887
transfer pakai judol,20,3,negative,2,0.99680316,0.0010051688,0.002191657,0.99680316
bicara ikut paulus t tuhan j yesus t yesus putra maria j t tuhan j yesus tuhan yesus lahir cipta maria t yesus lahir anak lakilaki j t ayah tuhan t tuhan j yesus tuhan yesus ayah tuhan yesus cipta lahir dari putra istri t yesus hamba tuhan j t yesus mati kayu salib j t j tuhan tuhan yesus salib tuhan yesus t yesus utus j t kirim tuhan t tuhan j yesus tuhan yesus utus tuhan yesus tuhan kirim utus t yesus doa hidup j t doa j tuhan t tuhan j yesus tuhan yesus sembah tuhan yesus t tuhan milik mula j q lahir tanggal 25 desember j yesus t tuhan j yesus tuhan yesus abadi lahir tanggal 25 desember t tuhan j surga t tuhan surga j tuhan t yesus duduk j duduk belah kanan tuhan t yesus tuhan j t tuhan surga j tuhan t yesus j duduk belah kanan tuhan t dewa surga j tuhan t yesus tuhan j t tuhantuhan duduk j tuhan t yesus j duduk belah tuhan t tuhan surga j t duduk kursi j katakata paham orang milik hantu kudus tuhan korban tuhan tuhan selamat cipta tuhan tuhan tuhan doa tuhan bantu tuhan bantu tuhan tuhan bunuh tuhan bantu manusia tuhan ayah anak cipta abadi tanggal ulang tahun tulis bantu pikir sungkan bagi copy paste gratis circle turun doktrin cheers,1157,230,negative,2,0.46065164,0.29426274,0.2450857,0.46065164
korup kl duit sempat tangan gatal,33,6,negative,2,0.9972807,0.0006098658,0.0021094286,0.9972807
gua gk rekening,15,3,negative,2,0.89736307,0.003853962,0.098783016,0.89736307
uang mending buka lapang kerja utk rakyat indonesia,51,8,negative,2,0.82252103,0.051948316,0.12553069,0.82252103
mudah bobol sistem bank rekening jabat bejat pinter korupsi pinter jaga duit,76,12,negative,2,0.99460053,0.0032535011,0.0021459348,0.99460053
koruptor pakai bank negeri,26,4,negative,2,0.9843912,0.0005770847,0.015031689,0.9843912
aazizyu11776 si fufufafa gede donk ngaku2,41,6,negative,2,0.47381392,0.098098144,0.42808792,0.47381392
sangt tuju,10,2,negative,2,0.99094,0.0063617355,0.0026982804,0.99094
ga yg nama hacker bs pro penting pesan individugolongan naif cerita hollywood layar bioskop penting just reminder,113,17,negative,2,0.9058789,0.0014602711,0.092660815,0.9058789
orang miskin pake nya dana bkn rekening kwkwk,45,8,negative,2,0.9888365,0.00081066525,0.010352758,0.9888365
ngapain mending jual data,25,4,negative,2,0.9900905,0.0007537334,0.009155827,0.9900905
superal9 logika nya iya rada kocak statement surat buka ny wkwkwkwkwkwk,71,11,negative,2,0.61633056,0.3040088,0.0796606,0.61633056
koruptor jarang nyimpen uang rekening nyimpan cash kalo koruptor nyimpen rekening tahu karna mudah lacak,104,15,negative,2,0.8856004,0.086025245,0.028374359,0.8856004
ga pake rekening bang uang cash emas dolar,42,8,negative,2,0.7263747,0.005663241,0.267962,0.7263747
taruh banker gk berani bank,27,5,negative,2,0.99587905,0.000826668,0.0032942581,0.99587905
hbis polisi ciduk rekening yg terima tranferan curiga suruh kembali aja bo ong mudah cil,88,15,negative,2,0.9447388,0.0009964004,0.054264795,0.9447388
uang korupsi gak simpan bank simpan nya kamar simpan kasur apartemen bank tahu uang,83,14,negative,2,0.9918806,0.0007412172,0.0073781335,0.9918806
bank swasta susah bobol klo bobol sanksi,40,7,negative,2,0.9965677,0.00069318904,0.0027390274,0.9965677
lu aja males kerja,18,4,negative,2,0.99796665,0.0005728187,0.0014605963,0.99796665
fungsi ngabisin anggar,22,3,negative,2,0.78943396,0.009455994,0.20111004,0.78943396
ampun ganti hape,16,3,negative,2,0.99223584,0.003425849,0.0043383013,0.99223584
