clean_comment,char_length,word_count
kata2 yg bilang anak autisme beda bgt sedetqil gigih,52,9
liat video gokil langsung ken ngejar scatter,44,7
mngkin perintah takut klo rekrut anak2 muda cerdas jago it mrk buka borok pejabat2 korupkrn arti perintah org2 yg kelola pemerintahantermasuk ddlmnya buat bijak undang2 mrk takut tahu dng anak2 muda cerdas ahli badan ahli it perintah sllu anak2 hebat tdk daya yg ditangkapaneh emang y gini2 aja maju it tipu dunia maya rajalela,327,54
temen gw hacker tangkep dah 3x tebus tebus fakta kapok suruh menghacker setor puluh juta atas cyber gak setor ditangkep gad dem tau gw main negeri konoha yaaa,158,28
malu maluin ih kemarin wna lapor hilang hp ngga gubris salah target,67,12
pinter marketing nya,20,3
gama udah jelasin pola pikir polisi gaperlu jelas yg atas sadar gatau malu rekayasa udh pola pikir rekrut dar muda bikin gajauh beda orang yg ngedidik senior2nya yg laku wadidaw,177,30
tuju polisi up bjorka tarik isu tutup isu reformasi polri polri naik isu tutup,78,14
tarik bgt bahas andai teman2 hacker satu lik ketidakadilan koruptor negeri hehe,79,12
salah tangkap taruh muka pol,28,5
lawak nangkep bjorka nangkep pupupapa aja gk,44,7
buron bjorka ketangkep bjirlaah,31,4
gk kasih tau medsos smua org sdh tau gk tan rataa2 masyarakat cm batin sungguh geli yaa dn rataa2 lg,100,20
jabat negara kerja amanah bener milik atur norma struktur sosial hacker indonesia musuh perintah teman cyber bantu perlu perintah halhal guna warga negara indonesia,164,24
jir,3,1
pikir,5,1
mas teguh jirr,14,3
akunaid,7,1
temennya,8,1
gw mikir gitu yak wkwkwk,24,5
pen komen kek gni,17,4
mr puddi,8,2
sempet pikir kesitu ga kali yaa,31,6
banyak nonton film jir,22,4
idup banyak plot twist mah gin,30,6
sih tpi gw kenal komunitas,26,5
temenya,7,1
sih pikir,9,2
wawancara plot twist,20,3
yap bjorka isu pelihara alih isu yg booming bukti data post bjorka data usang,77,14
iya bree hacker cuman,21,4
jiahahahahahaaa,15,1
aja gak bukti weeek,19,4
kl nd tau beliau diem aja jgn ceplos internet luas wawas bnyk,61,12
tarrantsde,10,1
gw mikir gitu jir,17,4
kalo bjorka sih om kalo kenal iya,33,7
uwaisalqarniworld iya e,23,3
inti ga 1 orang da d blg 1 kelompok kya main dota aja 1 id smua org pake polisi lg ngelawak nangkep hacker cmn 1 orang udah,123,27
salah satu kaliii,17,3
cees doi,8,2
musafiradventure iya jg ngk tau kn blum yg buktiin,50,9
wkwkwkwkwk gw ngakakkkk,23,3
besok tangkap,13,2
walah,5,1
gua gua doang yg pikir,22,5
hidup lu plot twist bang,24,5
om ded podcast ni org lidi kaya beliau jago baca karakter org2 jago baca fikiran org wkwk,89,17
wkwk menit 617 psikologi sbnernya,33,5
sy pikir bgitu,14,3
liat aja yg abis podcastnya om ded selang 3 minggu ciduk,56,11
ngawur,6,1
awas dedy cepu,14,3
ap tni,6,2
nangkep nangkep,15,2
gaamu ajak perintah tau trjadi bebas,36,6
jahat sungguh emang,19,3
ngarangnya banget emang nyetor puluh juta ngapain gak cabut aja ln hidup nyantai,80,13
halu lu hacker yg kerjasama polis wkwkw udah gitu ngehacker setor puluh juta duit bank rekening dongo banget hacker ketangkep hacker nama kalo ketangkep kerjasama suruh nebus wkwkwk sumpah ngakak,195,30
heyradit wwkwkk scammer script kiddie sc hasil download,55,8
ichsan1st temen nye halo dek suruh setor senior kalo mutasi gak ngehack sertifikat sawah bapaknye duit wkwkwk,109,17
bang,4,1
osamasaeni buzzer,17,2
orang lokal disepelein orang asing,34,5
wna thailand polisi gercep kyk negara asal kali yaa ehhh dipalakin,66,11
udh ga malu bang mah,20,5
gitu bang duit om bank bri narik lapor bank aja jelas cuman bilang uang tarik atm bank,86,17
nirvana090 klo jelas oknum dalam bank,37,6
nirvana090 bri jadi bank tanggung laku orang,44,7
nirvana090 cek mutasi uang kmna,31,5
nirvana090 mah main orang bri nya,33,6
polisi jahat sungguh,20,3
aja tpi nyatuin 1 pikir bnyak orang butuh pimpin jga,52,10
lu gila aja nangkep wapres mustahil yg pecat polri wkwkwk,57,10
alvinnc9pv sblum jd wpres lu kmn aja kann ialahhh engga klo guha lo aja kali yg gila gue engga babamanababamana dimanaaa,120,21
ayo ayo,7,2
the real bangun singa tidur bjorka diemdiem usik coba polisi gak ulah data mbg gak bocor tuh,92,17
aura gaya jabar si narasumber kenal bjorka gk up aja bnget gua,62,12
untuk bjorka semesta pihak pada lebih mu mngecwekan semesta kmu buat alat org org mafia negara yg alat lu msih pro baik prinsip niat lu tahan lebih mu legend nan mu,164,31
polri emg rekrut tim cyber bener2 ahli,38,7
anak lulus sma modal jual tanah ortu polisi sukses tangkap bjorka,65,11
bjorkaaa bocorin anggota polri yg ngemplang pinjol,50,7
sosok tarik perhati indonesia keren banget sih orang 4,54,9
ajibb karna gak prestasi butuh kelas boosss,43,7
kempu it polri lulus sekolah it ipk 4 msih dbawah mampu it independent,70,13
bjorka angkat gua murid lg ngadalin ngetawain pulici besok pda ganti nama akun bjorka biar pulici neng nangkep byk bjorka chuakkkksss cuihhh,140,22
surat buka biorka jalan pro rakyat indonesia saran hormat bobol rekening jabat bejat jabat koruptor hasil uang nya transfer rekening rakyat indonesia yg miskin,159,24
polisi jual shabu gaya nangkep hacker,37,6
jadi agustus 2025 tokopediagopaylater gw kena bobol ga klikbait ga otp tibatiba kena bajak korban aktivitas 5 transaksi bayar pln orang sampe 9juta lapor polisi proses mudah2 ketangkep lapor ojk kasih slik gw rakyat guna ojk ditelponin debt collector,250,39
1746 instansi abu butuh aku,27,5
7 sahabat amerika latin yg wisata malaysia pesona dg indah malaysia sumpah kelak anak cucu main bola timnas malaysia kisah 7 main waris,135,23
bjorka nyender makan telor gulung ama es teh jumbo teras liat berita silop indo,79,14
anak umur 17 thn kelas 1 jurus pplg salah smk kenal indonesia cita2nya jd ahli cyber security,93,17
ngebayangin bjorka grup grup milik sistem strata anggota isi hacker2 skill bagus anggap bjorka asli tangkap grup ditraining bjorka narasi salah tangkap panjang,159,23
dr berita muncul tv gua udh nebak rakyat indonesia raya paham erti kerja polri wow amazingbravo tni,99,17
anak2 yg asd autism spectrum disorder banyk mrk tingkat cerdas normal rata2 tingkat jenius mrk fokus kosentrasi yg daya tajam detail dg pola mrk sindrom savant kondisi dg ketrampiln bidang yg kontras dg batas mrk mrk ingat yg perhatiakn hnya hacker2 dr mrk dr kalang anak2 autis bnyk anak2 autis yg hafal al quran dg cepat cermat hnya dg dengar murottal subhanallah,365,62
info webnya mas,15,3
ah iya,6,2
data mbg bocor aja data anggota polri sja bocor,47,9
waow,4,1
mo kenal ga wajar aja,21,5
yap masing2 aja skip hehehe yg gak nyenggol aja,47,9
tul bjorka is a legend of zelda,31,7
thekatzenberg bjorka simo hayha,31,4
vhiereynald962 gitu bjorka jd warga nama zelda pd th 2000an polisi tau tp lupa krn intel skrg bingung krn tau skandal,117,21
saaaaattttttttttttt,19,1
eek yg kuliah bneran tidur hari tugas eh nganggur kalah tanah sawah,67,12
jleb bgt,8,2
very funny,10,2
ladusing gratis lo,18,3
900 juta modal halo dek,23,5
modal ngutang bank,18,3
emng polri gbole pinjol,23,4
judol sih,9,2
arulhuznie naah bocorin,23,3
sebenrnya polri krena sebgai institusi negara akses,51,7
kl ngomong suka bener,21,4
kayas86 gk wkwkwkw,18,3
kayas86 bs krn alat didik it nya formal pdahal dunia it butuh impofisasi hnya orng yg bebas yg lam dunia it scr orng orng it polri masuk krn butuh kerja mreka andal ijazah,171,33
orng rata2 tmatan sma trus ndi polisi trus kuliah nembakk aja mna bsa,69,13
orang miskin jarang yg rekening bang,36,6
transfer pakai judol,20,3
bicara ikut paulus t tuhan j yesus t yesus putra maria j t tuhan j yesus tuhan yesus lahir cipta maria t yesus lahir anak lakilaki j t ayah tuhan t tuhan j yesus tuhan yesus ayah tuhan yesus cipta lahir dari putra istri t yesus hamba tuhan j t yesus mati kayu salib j t j tuhan tuhan yesus salib tuhan yesus t yesus utus j t kirim tuhan t tuhan j yesus tuhan yesus utus tuhan yesus tuhan kirim utus t yesus doa hidup j t doa j tuhan t tuhan j yesus tuhan yesus sembah tuhan yesus t tuhan milik mula j q lahir tanggal 25 desember j yesus t tuhan j yesus tuhan yesus abadi lahir tanggal 25 desember t tuhan j surga t tuhan surga j tuhan t yesus duduk j duduk belah kanan tuhan t yesus tuhan j t tuhan surga j tuhan t yesus j duduk belah kanan tuhan t dewa surga j tuhan t yesus tuhan j t tuhantuhan duduk j tuhan t yesus j duduk belah tuhan t tuhan surga j t duduk kursi j katakata paham orang milik hantu kudus tuhan korban tuhan tuhan selamat cipta tuhan tuhan tuhan doa tuhan bantu tuhan bantu tuhan tuhan bunuh tuhan bantu manusia tuhan ayah anak cipta abadi tanggal ulang tahun tulis bantu pikir sungkan bagi copy paste gratis circle turun doktrin cheers,1157,230
korup kl duit sempat tangan gatal,33,6
superal9 tulis nulis,20,3
gua gk rekening,15,3
uang mending buka lapang kerja utk rakyat indonesia,51,8
durray13 narasi,15,2
mudah bobol sistem bank rekening jabat bejat pinter korupsi pinter jaga duit,76,12
koruptor pakai bank negeri,26,4
aazizyu11776 si fufufafa gede donk ngaku2,41,6
sangt tuju,10,2
ga yg nama hacker bs pro penting pesan individugolongan naif cerita hollywood layar bioskop penting just reminder,113,17
orang miskin pake nya dana bkn rekening kwkwk,45,8
ngapain mending jual data,25,4
superal9 logika nya iya rada kocak statement surat buka ny wkwkwkwkwkwk,71,11
koruptor jarang nyimpen uang rekening nyimpan cash kalo koruptor nyimpen rekening tahu karna mudah lacak,104,15
roti3m7g9b dapat heker manusia hati karna super hero bantu orang manusia yg hati nurani,87,14
ga pake rekening bang uang cash emas dolar,42,8
winsclipss buru bikin bang siapatau tau,39,6
taruh banker gk berani bank,27,5
hbis polisi ciduk rekening yg terima tranferan curiga suruh kembali aja bo ong mudah cil,88,15
mudah gera bjorka uang,22,4
uang korupsi gak simpan bank simpan nya kamar simpan kasur apartemen bank tahu uang,83,14
dukung ps 3334 uud45,20,4
durray13 klu baca alkitab orthodox kitab hidup dr jadi sd wahyu jgn setengah2 iq78,82,14
superal9 ide bagus up,21,4
bank swasta susah bobol klo bobol sanksi,40,7
lu aja males kerja,18,4
pro rakyat data rakyat indonesia jual,37,6
durray13 bhuahahaha,19,2
kyk film india nih naska nya,28,6
fungsi ngabisin anggar,22,3
ampun ganti hape,16,3
bner bang,9,2
suruh dateng dcnya tunjukkin bukti lapor polisi nya,51,8
kaka kena 25juta tokopedia 413,30,5
mrnefoslo hape ku 2tahun,24,4
kayak bang22september kemarin hp retas orang pakai pinjol gopay spinjam gak konfirmasi apa2 gak tau udah cair aja udah 5kali polres surat polisi nya lapor aplikasi nya sesuai sop dibalikin langsung gak gak pinjam paksa pinjam bunga yg gede banget,246,40
kocok eh salah ketik kocak,26,5
gak nyambung,12,2
fitnah,6,1
anak 17 pohon cita ken rumah,28,6
ana umur 9 bln bercitacita dokter,33,6
enak spiderman gelantung tower,30,4
anak ku uda 3 cita uda pngen panen,34,8
kalo sih bravo damkar hehe,26,5
bravo damkar sih kalo tni ga sihh,33,7
jackmai4x tni tuh sebenernya ajamerakyat dana oprasional gede polricoba kalu gedeabis masyarakat,96,12
tuju aju adik autisme adik konsinten,36,6
bjorka bjirrr buka bjirka,25,4
sumpah awal2 polisi blg tangkap bjorka langsung comment gin besok bjorka asli nonggol ngacak2 polri bener,105,16
gila sih moment gila jackpot,28,5
liat podcast liat bjorka ktnya tuju uang sy bjorka org yg butuh khusus terka lembut,83,15
3 lucu bjorka tangkap polisi,28,5
polisi nangkep bjorka polisi nangkep anak punk,46,7
simpel gin deh 1 targetin oknum pegawai instansi usaha suka karaoke mabuk lc 2 pas target mabuk colok hpnya cable data hacking 3 done kelar oknum instansi usaha yg pangkat bayar gede suka mabuk dugem karaoke lc mabok celah hack instansiperusahaan dmn,250,42
menit 4620 dasar nya metodologi common sense praktisi kenal basic people process technology googling lengkap implementasi system mana yg pengaruh sih people canggih apa teknologi ketat apa process nya faktor people nya mumpuni back to basic aja common sense implementasi faktor process technology nya kuat imbang,312,46
3 lucu polisi indo nangkep bjorka,33,6
nemanin teman polres lapor tipu teman tipu sosmed beli frizer tipu sampe 48jt lapor polres udah mas diskusi2 pulang,115,19
tolog undang onno w purbo profesor yg pny cita2 gratis internet indonesia beliau laut ilmu komputer,99,16
mensubcribe konten youtube mula bantu rafi ahmad beli mobil rumah mewah bantu anak juang mimpi orangtuanya semangat temen temen youtuber mula,141,21
bjorka feri irwandi,19,3
tiba2 polisi nangkap bjorka nangkap fufufafa judol aja ga lawak,63,10
dri ngakak pas polisi nangkep wkwkwkwkw,39,6
gw suka lo bro yaaaa rena gak prestasi butuh counter attack yg ngena yg hati,76,15
ajar pinter adik biar kalo dah gak polisi,41,8
3 minggu hilang motor lapor polisi tau lapor polisi,51,9
biorka nyimak vidio ngopi senyum nih lw gitu,44,8
emg bjorka 1 orang,18,4
alih isu pertamina,18,3
introgator polisi nya reng kalo introgator nya bagus tuh kena,61,10
sushi069 mudah,14,2
banyak halu,11,2
ngomong,7,1
mabok oknum kek gituan hpnya 24,31,6
banyak nonton 47,16,3
4 ahahah,8,2
parah responnya iming2i cuan biar lapor follow up,49,8
luckymangaroet100 kalo kasih alesan blabla gitu bos kantor alami,64,9
gak kaget konoha bg,19,4
polres konoha selatan barat nih bg,34,6
duit pake detektif swasta bang,30,5
kali hati mas sampe terimingi harga murah kalo dlu gtu jawab,60,11
pantes temen gue tipu retas tiktok shopnya 3jtan cuman bilang biarin aja ga lapor polisi,88,15
kasih tugas sulit suruh retas hecks klau kasih keeinganan klau jd cyber negara klau gak bisagak mampu teknis bjorka asli klau pingin tau bjorka gtu om dady,155,27
ladusin bangga liat mu,22,4
nya paman cok,13,3
ngawur wkwkw,12,2
ferry guru hacker skrg asah aja karna minat nya udah beda,57,11
ferry hack lumba billing warnet,31,5
reja arap tuh,13,3
ngaco bjorka timothy ronald,27,4
insyaallah,10,1
bjorka guru gembul,18,3
lawak emg si polisi,19,4
wkwwkwk bener bgt thumbnail nya sok iye nangkap bjorka,54,9
gw sdh tau komedi,17,4
iya filling,11,2
bwawagahaha kasih paham bang knpa,33,5
drpd kau tidk lapor kau sudh ikhlas dng hilang motor hehe,57,11
ntar pas smpe kantor polisi jg suruh ikhlasin kyk yg udah udah,62,12
mampus syukurin,15,2
lokasi hilang sepeda motor tanggap adu ongkos jalan lupa biaya operasional,74,11
guna bang,9,2
mantan narapidana sila masuk,28,4
kadang yg gak lapor polisi paranormal,37,6
lapor bayar polsek,18,3
tetangga gua kemarin hilang motor trus nanya gua yg hilang motor bang lapor polisi bayar ga trus dalem hati gua jirr orang yg hilang harta benda nya akan takut lapor yaa tau kalo lapor bilang gitu lihat instansi udah ga percaya,227,41
2023 motor hilang ga lapor,26,5
saran ka normal aja suruh bacain puter giling,45,8
orang celaka aja lapor polisi suruh bayar gimana coba surat terang polisi 12 lembar bayar 5 juta parah bener nih polisi,119,21
lahh yg maling motor nya ketangkep warga bawa kantor polisi udah sampe sana polisi nya gk terima,96,17
hilang motor lapor polisi ongkos nyarinya jual mobil,52,8
kayas86 kalo lapor polisi udh hilang motor tmbah hilang duit motor gabalik,74,12
muhammadfarhanex1mp bap doang abis arsip,40,5
tetangga hilang kambing lapor polisi india hilang sapi,54,8
hadeh polisi masalah polisi bantu curanmor coba lapor tau ketemu motor lu bang,78,13
lu habis bnyak lebih harga motor bang,37,7
krn polisi sibuk ngurus bjorka,30,5
bjorka asli abang podcast,25,4
miraclerna93 pikir,18,2
wkwk ngakak banget video kalo hoki mah sih,42,8
next part collab kasih 007,26,5
mas teguh top,13,3
ngira bjorka individu kalo gua sih kalo bjorka gak individu kelompok ato semacem komunitas gitu sih,99,16
wkwkwk ketawa aja,17,3
fakta anak indonesia cerdas indonesia susah cari kerja,54,8
gin om ded mesti ajak ngobrol jim geovedi deh,45,9
teman gw aja mantan hacking ketawa liat bjorka ketangkep gak mudah ferguso,74,12
orang milih sadar kalo jadi ajar jadi yg timpa orang,52,10
ga ngomongin server om ded kerja kontrak salah bank bumn kasih akses data nasabah bank tsb mudah download bentuk batch 2020 mudah teman bis ange cek rekening rafi ahmad jaga data digital sampah banget,200,34
tangkep tuh koruptor termul si harun mas si yakut rakyat indonesia salut 2 jempol,81,14
bjorka polisi tangkap,21,3
nya polisi indonesia reformasi akar akar nya,44,7
bjorka nonton nih podcast,25,4
udah tau salah tangkep biarin aja gitu polisi negara kocaakkkkk,63,10
5712 gua keinget smart contract yg,34,6
mamtab orang2 kyk gin yg masuk dunia perintah,45,8
bjorka bjirlah,14,2
alih isu lindas ojol,20,4
bilang statement kualitas tim cyber polisi dlupun komunitas sbh yg tangkap 700 bawah lapor fbi polisi indonesia lokasi kini surabaya,132,20
lo ngpain booss,15,3
blur gak sorot org2 udah tau si teguh,37,8
merintislagi wkwkwk lihat aja,29,4
sefong,6,1
individu bang ku,16,3
anon75 klo turut kelompok sisi gw nuduh individu,48,8
klw kelompok sudh dri tangkap,29,5
fakta cerdas gak dr 10,22,5
cerdas sdh kerja,16,3
om jim ngomongin ginian udah gak kelas bahas server maenannya udah satelite security,84,13
halah ngaku2 kenal hacker,25,4
tau gua kalo hacker ga ngaku hacker dah gua mantan direktur cia wawancara bilang kalo hacker sembunyi identitas mati kalo udh kerjasama intelijen mi6 mossad cia,160,26
bener data kerja badan intelejen nasional dr no alamat kelurga dllnya,69,11
cek nomer rekening saldo cek mutasi,35,6
gw sore ditelfon cwek tipu tau gw anjirr atm gw,47,10
santuy aj bro,13,3
lg ngebakso,11,2
ajar tembak polisi trus fitnah tawur,36,6
yg lindes orang aja 20 wkwk mas percaya,39,8
kalo polisi salah tangkap lapor gimana,38,6
ank ank cerdas direspon positif perintah lapang kerja,53,8
maaf polisi salah tangkap maaf guys,35,6
salah nangkep bjorka nangkep bjirka,35,5
podcast dejavu obrol,20,3
om ded undang mega bintang tri uang donggg om,45,9
polri rekrut calon polri yg ketat jujur duit duit duit,54,10
kali undang jim geovedi sudut pandang aman cyber indonesia om ded,65,11
undang purbaya om,17,3
anak yg racun makan aja anggap sepele anggap 0 persen aja nyawa loh data anggap sepele perintah,95,17
bjorka 1 main utama nya annonimous percaya gak percaya cyber sebenernya jaga indonesia dunia cyber klo gak dah jebol parah data2 org2 indonesia perintah sipil,158,25
pol poll,8,2
narasumber valid sih om bjirka personturqouisewaving,52,6
om ded undang saron om,22,5
bjorka kena prank terus hibur masyarakat,40,6
ditangkep tukang es krim,24,4
gak nangkap bjorka simpel aja nangkap fufufafa kaskus aja gak nangkap hacker,76,12
gw kasih kisi2 bjorka independen bjorka kelompok negara tangkap bjorka 38004 pecah kode instansi polisi,103,15
anak pintar pelihara negara yg pelihara koruptor,48,7
konten scatter tetep juara,26,4
ytta,4,1
atur hk perintah ngasih kompensasi uang kak indonesia,53,8
lapor sidang klo bukti salah tangkap polisi pulihin nama media harus ganti rugi materil sesuai tuntut korban korban ga beraniga ngerti sewa lowyer makan sidang,159,25
ruwed bongkar bobrok nya tau sumber dana pinjol,47,8
kriminal cm byorka asli,23,4
gak bisak kak krn koloni bela tutup,35,7
durray13 surat maryam 17 alloh tiup rahim maryam hamil lahir isa bapak isa yg maryam hamil putar putar kabah nya,112,20
tp kalo yg bahas sy emg sengaja nangkap orang yg tp bjorka biar keren jd ttep yg tangkap mgkin sangka tp bjorka biar keren aja,126,25
prittt,6,1
konoha negara yg,16,3
berita pertamina tutup nih,26,4
durray13 kau tuhan 1 tuhan doa tuhan tuhan tuhan lahir sang cipta sangpencipta cipta cipta lahir tuhan karna meng adakan cipta cipta tuhan bantu manusia bantu manusia kabul doa manusia doa tuhan bantu manusia,208,34
lapor rtrw biar hapus warrga,28,5
durray13 muhammad sunat yg sunat muhammad umur 60 silah dicopy paste bagi,73,12
nurut kek ama ysus yohanes 17 3 yesus definisi hidup kekal hidup kekal kenal engkau satusatunya bapa kenal yesus kristus engkau utus tuhan cod tuhan batas tuhan,160,27
yg tangkep akun fake bjorka,27,5
ga nyimak ga terima kerja perintah,34,6
yaa emang prnh undang nya,25,5
karna parah bahas bjorka,24,4
guigore3358 karna undang isi obrol kyk ulang,44,7
ferapujia9762 iya ulang tegas tpi gak goreng bjirka kw kasihan cuy,66,11
up laah,7,2
salahin presiden yh salahin bisik nya sayang presiden gk main sosmed langsung dedi mulyadi tau sebenernya bisik afiliasi periode,128,19
covid aja bisnis,16,3
harap,5,1
bjirka yaa,10,2
kenalin byurka,14,2
asli ngakak,11,2
bijipelerka,11,1
bjirlah,7,1
bjorlah,7,1
kejeburkya,10,1
kagak tuh orang,15,3
mang eak,8,2
fakta nya,9,2
alih isu pertamin,17,3
bandung jual bakso cuanky tegal jual telor asin jateng tukang sate kambing,74,12
betullll bgtttt,15,2
siplester aja msh blm ketangkep,31,5
fakta wkwk,10,2
ga tangkap polisi orang duit orang jenius kaya bjorka tangkap polisi orang stnk mati kwkwk,90,15
setdah bener lu bang,20,4
plot twist nya eh ujung2 nya bjorka kerja perintah bikin gaduh tutup bersihin puji validasi masyarakat perintah hebat,117,18
3621 deddy masuk kantor cyber tv pake video ala matrix,54,10
smoga cepat sadar la tu org korup data,38,8
2 lucu nangkep bjorka,21,4
012 suara tau ni yg mas g0ndrong it,35,8
gw sengaja salah tangkapin biar berita nya rame biar tutupin,60,10
thn 2000 an kalo udang denger chiter gamer langsung dapet data anak2 bus emang mantab hecker jebolin data udah ngapain cari cyber police ajar masalag programer yg ditil tampung aja anak2 negara untung kerja anak2 bangsa lapang kerja model gerus mati lapang kerja muncul karya aja generasi muda,293,48
gw 3748 windows gw masuk 2nd computer mw shutdown notifikasi gw laptop 1 biji gw gatau yg make gw gatau gimana jd ywdh wkwkwk,125,24
gimana cerita lulus sma yg masuk institusi aja bayar ratus juta nangkap hacker,78,13
aja kata2 kesan nya tp rakyat yg ngasih duit,44,9
mamang gondrong ga gondrong,27,4
hacker hebat indonesia anggurin perintah udah perintah biayain hacker pinter mending dana beliin tas branded istri beliin mobil pajero anak indonesia bos yg harap tikus das perintah,181,27
gak tau gak prestasi santai tp pedes,36,7
hari2 bikin malu instansi 1 ken ngomong kasar aja,49,9
inti cari orang itu2 aja gamau ga urgensi dgn bjorka klien krn yg sadar cyber security,86,16
orang indonesia tuh pinter lirik yg dapet duduk ordal bawa kepinteran jalan yg salah,84,14
yg mesti bawa orang tau it aja coba udah nangkep bjorka undang ngomong,70,13
suka bgt kalo ngobrolnya sm om hacker yg 1 yg aja pernh gw ulang2,65,14
bjorka yg asli lgi ketawa baca berita,37,7
no offense kayakny perintah org yg duduk ga kompeten,52,9
cuman visual comand doang,25,4
buka miscrosoft exel aja gak,28,5
mas teguh aprianto mngkin y,27,5
iyaa,4,1
muka nya kaya nya,17,4
iyaa teguh yg undang,20,4
plotwis nya bjorka nya,22,4
rqa2265 plot wist lg yg close the dor bjorka,44,9
rqa2265 mikir kayak gitu kau,28,5
pikir gua kesini deh bro,24,5
contoh,6,1
adimahendraaa yaa ga tau bro duga duga udah kaga kaget gin an,61,12
wongranggadek ad berita yg besar2 tutup brok,44,7
adimahendraaa pertamina trus tambang raja ampat,47,6
brianramahesa abang cerdas,26,3
mnrt ku suruh lelucon aja biar jd guyon indonesia biar hilang focus ni orng2,76,14
manuk akal,10,2
mu udah menang kwkwkw,21,4
papabrot8d ni orang bambang,27,4
prestasi butuh kelas bangg abis komunitas diperiksain tuh,57,8
kerja polisi duduk ngerokok ngopi suruh nangkep hacker,54,8
lho byorka demen sound horeg om jedah jedug in data wkwkkw,58,11
masukin perintah mesin automation cari celah pintu masuk aplikasi 4031 tren automation ai,89,13
bjorka alih isu,15,3
fufufafa aja gak ketangkep gitu nangkep bjorka,46,7
bjorka angkat menkominfo hebat,30,4
takut rakyat indonesia lawan pejabat2 korup institusi rahasia yg presiden yg tau basmi koruptor langsung karungin aja sprti jaman soeharto,138,20
5721 pake shopee,16,3
bjorka ketangkep bjirka,23,3
bjorka wahh gue ketangkep lg gumam guling tonton berita,55,9
kerenn ngmong narasumber nyaa bikin betah dengerinn hebatt mas,62,9
sumut orang ditangkep sabunya dikantongin oknum pinter banget rekayasa nya emang real jahat,91,13
746 suara misterius haaaaaaaaaaaaaaa,36,4
tarik cybersecurity ctf komunitas nama nusahack komunitas,57,7
masyarakat suruh percaya polisi pake acara nangkep hacker nangkep bandar judol aja ga becus,91,14
gue sepakat narsum bjorka orang organisasi hacker 2 orang curiga bjorka klaim curiga bjorka,91,14
udah tarik berkalikali 855gak kecewa,36,5
wih discord servernya bang,26,4
mw join kk 3,12,4
poin ka,7,2
gw percaya tangkap emang betul bjorka karna gin hacker ngk sebdoh terang terang nama nya organisasi bjorka aja hacker cari nama bjorka bjorka jadi nama orang orang pikir nama bjorka tangkap tangkap si bjorka nha hacker nya karna hacker nya menajdi bjorka nama hacker aja tangkap bjorka nya hacker,296,49
acellegend6630 ngomong sih,26,3
acellegend6630 sih,18,2
teknokaryaestima kirain gua doang yg bingung nyesel baca jir,60,9
wkwkkw latih banyak otodidak,28,4
info loker min,14,3
bintangmuhamad5724 serius ama komen judol,41,5
itumah bug hunter ajc,21,4
bg nanya bajak kamera hp orang sentuh hp si target kirim link si target,71,14
inyiakputiahl9v cari tau,24,3
inyiakputiahl9v susah klu gk tau hp nya imei hpnya,50,9
iya cari bug system,19,4
karowonglanang latih hacker gak bayar gratis coba sebut nama komunitas nya biar nanti daftar komunitas,102,15
info latih nya kak link,23,5
otodidak mah latih anak it ga bantu perintah ga bayar kerja bakti doang,71,13
yg coding bang hacker gak latih,31,6
orang awam ikut ajar gak,24,5
yg garis bawah gak prestasi,27,5
pelatihab hacker wkwkwkw latih cyber security,45,6
bener bang jogja banget anak pinter it hacking temen gua aja rela kuliah sana,77,14
hoax wkwk,9,2
gas bg lapakwd,14,3
kentmurphii kuliah bang,23,3
2003 udh publikasi gk luas gampang,34,6
bejouhuy123 lu yg lawak kaya liat ga ikut ctf latih kemarin russia latih hacker dunia indonesia perwakilanya 14 orang ikut latih cybersecurity sana lawak ngatain lawak kocak,173,27
anak2 special cerdas2,21,3
bot judol njir,14,3
spil bang,9,2
mfshort47 latih tdk gratis,26,4
inyiakputiahl9v bang,20,2
inyiakputiahl9v nyuruh tuyul,28,3
bug bounty proses ajar bug bounty jga,37,7
kocak polklu gitu pol stan up komedi,36,7
emang bpa2 coklat ni pintar bikin malu,38,7
bjorka banget ngeliatin masyarakat isi otak istansi,51,7
gw ngefans bjorka otw ganti nama sosmed pake nama ah tkut tangkap,65,12
singkat padat yahhh karna engga prestasi kali cuaakksss,55,8
simpul klo indonesia anak anak muda milik talenta it namum,58,10
berita bjorka tangkap gue ngakak abis perut sakit cuk bjorkanya mabuk lem,73,12
bangga polri kondisi percaya masyarakat moga polri real nangkap hacker sungguh,78,11
kalo konoha mah kalo generasi muda mkin maju pnya mampu khusus sma negara biarin kalo jabat korup piara realitanya,114,19
bjorka kocak gimang,19,3
inti jngn bantu aparat karna bs balik ujung cm maaf tau anjink nama hancur,74,14
bnyk yg salah tangkap hukum kacau nih polisi klo salah nangkap mulu,67,12
stiap aspek perintah gk mikin org pinter jago yg famili krn validasi yg mumpunin,80,14
iya bener kaya cit ff garena gringo orang brazil butuh sus,58,11
serius komunitas hacker orang nya asik asik 20122013 tuh join salah grup blackhat isi bener bener orang ga pelit ilmu ilmu yg diajarin kasih catat bijak negara aktivitas nya pantau anak komunitas,195,32
policinya sibuk olahraga lari pagi sempet ajar wkwkwk,53,8
saran bang deddy undang onno purbo beliau sedia kelas gratis,60,10
lihat bjorka jujur ragu narasi indonesia emas 2045,50,8
5125 polisi temen gw kena salah tangkep narkoboy hp nya trus colokin alat wa wa yg udah hapus gilaaa,100,19
